shipmode;sales;quantity;discount;profit;segment;region;state;subcategory;category;orderdate_day;orderdate_month;orderdate_year;shipdate_day;shipdate_month;shipdate_year;preparationtime;Pais1;Pais2;Pais3;Pais4;Pais5;Pais6
Same Day;104997;5;4;-209994;Corporate;East;Ohio;Machines ;Technology;24;11;2013;24;11;2013;0;España;Francia;Italia;Portugal;;
Standard Class;69998;2;0;1959944;Corporate;Central;Wisconsin;Machines ;Technology;15;2;2014;19;2;2014;4;España;Francia;Italia;Portugal;;
Second Class;559984;2;2;559984;Consumer;West;Colorado;Machines ;Technology;11;11;2013;14;11;2013;3;España;Francia;Italia;Portugal;;
Standard Class;2239936;8;2;2239936;Corporate;South;Tennessee;Machines ;Technology;15;6;2016;20;6;2016;5;España;Francia;Italia;Portugal;;
Second Class;69998;2;0;1959944;Consumer;South;Kentucky;Machines ;Technology;6;12;2015;8;12;2015;2;España;Francia;Italia;Portugal;;
Standard Class;1889946;9;4;-3779892;Consumer;East;Ohio;Machines ;Technology;14;7;2016;18;7;2016;4;España;Francia;Italia;Portugal;;
Standard Class;466158;7;4;-932316;Corporate;East;Pennsylvania;Machines ;Technology;5;3;2014;9;3;2014;4;España;Francia;Italia;Portugal;;
First Class;22198;2;0;621544;Consumer;Central;Oklahoma;Machines ;Technology;11;11;2015;13;11;2015;2;España;Francia;Italia;Portugal;;
Standard Class;13699;1;0;369873;Consumer;East;New York;Machines ;Technology;3;12;2016;9;12;2016;6;España;Francia;Italia;Portugal;;
Standard Class;219184;2;2;191786;Home Office;South;Florida;Machines ;Technology;7;4;2016;11;4;2016;4;España;Francia;Italia;Portugal;;
Standard Class;438368;4;2;383572;Consumer;West;Oregon;Machines ;Technology;10;8;2014;16;8;2014;6;España;Francia;Italia;Portugal;;
Standard Class;219184;2;2;191786;Consumer;West;California;Machines ;Technology;6;12;2014;13;12;2014;7;España;Francia;Italia;Portugal;;
Standard Class;438368;4;2;383572;Corporate;West;California;Machines ;Technology;12;4;2013;17;4;2013;5;España;Francia;Italia;Portugal;;
Same Day;164388;2;4;-356174;Corporate;East;Ohio;Machines ;Technology;27;12;2016;27;12;2016;0;España;Francia;Italia;Portugal;;
Second Class;328776;3;2;287679;Corporate;Central;Texas;Machines ;Technology;30;12;2013;1;1;2014;2;España;Francia;Italia;Portugal;;
First Class;26396;4;0;712692;Consumer;East;New York;Machines ;Technology;8;11;2015;10;11;2015;2;España;Francia;Italia;Portugal;;
Standard Class;105584;2;2;92386;Consumer;West;Colorado;Machines ;Technology;1;12;2016;5;12;2016;4;España;Francia;Italia;Portugal;;
Standard Class;105584;2;2;92386;Consumer;West;Montana;Machines ;Technology;11;4;2013;18;4;2013;7;España;Francia;Italia;Portugal;;
Standard Class;545916;14;4;727888;Consumer;East;Pennsylvania;Machines ;Technology;26;6;2016;3;7;2016;7;España;Francia;Italia;Portugal;;
Same Day;12998;2;0;623904;Consumer;East;Delaware;Machines ;Technology;18;3;2015;18;3;2015;0;España;Francia;Italia;Portugal;;
Standard Class;12998;2;0;623904;Corporate;East;New York;Machines ;Technology;4;12;2013;8;12;2013;4;España;Francia;Italia;Portugal;;
Standard Class;25996;4;0;1247808;Consumer;Central;Indiana;Machines ;Technology;4;4;2015;10;4;2015;6;España;Francia;Italia;Portugal;;
Standard Class;155976;3;2;545916;Consumer;West;Oregon;Machines ;Technology;1;11;2013;5;11;2013;4;España;Francia;Italia;Portugal;;
Standard Class;196776;3;2;147582;Corporate;West;California;Machines ;Technology;2;3;2016;8;3;2016;6;España;Francia;Italia;Portugal;;
Standard Class;196776;3;2;147582;Consumer;West;California;Machines ;Technology;15;12;2016;19;12;2016;4;España;Francia;Italia;Portugal;;
First Class;196776;3;2;147582;Home Office;Central;Texas;Machines ;Technology;7;9;2013;10;9;2013;3;España;Francia;Italia;Portugal;;
Same Day;7992;1;2;26973;Home Office;West;Washington;Machines ;Technology;3;7;2016;3;7;2016;0;España;Francia;Italia;Portugal;;
Standard Class;7992;1;2;26973;Corporate;West;California;Machines ;Technology;5;10;2016;10;10;2016;5;España;Francia;Italia;Portugal;;
Standard Class;7992;10;2;26973;Consumer;West;California;Machines ;Technology;7;10;2016;11;10;2016;4;España;Francia;Italia;Portugal;;
Second Class;71928;12;4;83916;Corporate;East;Pennsylvania;Machines ;Technology;13;4;2013;17;4;2013;4;España;Francia;Italia;Portugal;;
Standard Class;2997;3;0;140859;Corporate;East;New York;Machines ;Technology;22;7;2016;28;7;2016;6;España;Francia;Italia;Portugal;;
Standard Class;49999;1;0;1299974;Corporate;East;Maryland;Phones   ;Technology;18;9;2014;23;9;2014;5;España;Francia;Italia;Portugal;;
Standard Class;349993;7;0;9099818;Corporate;South;Virginia;Phones   ;Technology;21;3;2013;25;3;2013;4;España;Francia;Italia;Portugal;;
Standard Class;125993;7;0;3275818;Corporate;East;Maryland;Phones   ;Technology;18;9;2014;23;9;2014;5;España;Francia;Italia;Portugal;;
Standard Class;1007944;7;2;755958;Consumer;West;Washington;Phones   ;Technology;25;8;2013;30;8;2013;5;España;Francia;Italia;Portugal;;
Standard Class;35998;2;0;935948;Corporate;East;Connecticut;Phones   ;Technology;19;7;2013;24;7;2013;5;España;Francia;Italia;Portugal;;
Second Class;71996;5;2;53997;Consumer;Central;Texas;Phones   ;Technology;11;9;2015;15;9;2015;4;España;Francia;Italia;Portugal;;
Same Day;143992;8;0;3743792;Home Office;Central;Oklahoma;Phones   ;Technology;21;10;2016;21;10;2016;0;España;Francia;Italia;Portugal;;
Standard Class;431976;3;2;323982;Consumer;Central;Texas;Phones   ;Technology;4;3;2015;9;3;2015;5;España;Francia;Italia;Portugal;;
First Class;575968;4;2;431976;Consumer;Central;Texas;Phones   ;Technology;11;7;2013;14;7;2013;3;España;Francia;Italia;Portugal;;
Second Class;431976;4;4;-1007944;Consumer;East;Ohio;Phones   ;Technology;27;1;2014;29;1;2014;2;España;Francia;Italia;Portugal;;
Standard Class;35168;4;2;114296;Home Office;West;Washington;Phones   ;Technology;28;8;2016;3;9;2016;6;España;Francia;Italia;Portugal;;
Standard Class;26376;4;4;26376;Corporate;East;Ohio;Phones   ;Technology;12;1;2014;17;1;2014;5;España;Francia;Italia;Portugal;;
Second Class;26982;3;4;40473;Consumer;East;Ohio;Phones   ;Technology;24;8;2014;26;8;2014;2;España;Francia;Italia;Portugal;;
Standard Class;7495;5;0;367255;Consumer;East;New York;Phones   ;Technology;18;11;2016;22;11;2016;4;España;Francia;Italia;Portugal;;
Standard Class;5996;5;2;217355;Corporate;Central;Texas;Phones   ;Technology;9;9;2015;13;9;2015;4;España;Francia;Italia;Portugal;;
Standard Class;1499;1;0;73451;Corporate;East;Connecticut;Phones   ;Technology;17;2;2016;22;2;2016;5;España;Francia;Italia;Portugal;;
Standard Class;62958;7;4;94437;Home Office;East;Pennsylvania;Phones   ;Technology;1;12;2016;5;12;2016;4;España;Francia;Italia;Portugal;;
Second Class;97995;5;0;274386;Consumer;South;Alabama;Phones   ;Technology;30;5;2015;2;6;2015;3;España;Francia;Italia;Portugal;;
Same Day;39198;2;0;1097544;Corporate;East;Massachusetts;Phones   ;Technology;24;9;2016;24;9;2016;0;España;Francia;Italia;Portugal;;
First Class;97995;5;0;274386;Consumer;East;New York;Phones   ;Technology;9;8;2014;12;8;2014;3;España;Francia;Italia;Portugal;;
Standard Class;78396;4;0;2195088;Consumer;East;New York;Phones   ;Technology;3;11;2013;7;11;2013;4;España;Francia;Italia;Portugal;;
First Class;78396;5;2;78396;Corporate;South;Florida;Phones   ;Technology;26;10;2015;29;10;2015;3;España;Francia;Italia;Portugal;;
Second Class;58797;3;0;1646316;Corporate;South;Kentucky;Phones   ;Technology;11;3;2013;13;3;2013;2;España;Francia;Italia;Portugal;;
Standard Class;470376;3;2;470376;Consumer;Central;Texas;Phones   ;Technology;25;3;2016;29;3;2016;4;España;Francia;Italia;Portugal;;
Standard Class;239976;3;2;269973;Corporate;South;Tennessee;Phones   ;Technology;15;6;2016;20;6;2016;5;España;Francia;Italia;Portugal;;
Second Class;319968;4;2;359964;Consumer;West;Oregon;Phones   ;Technology;14;12;2014;16;12;2014;2;España;Francia;Italia;Portugal;;
Standard Class;319968;4;2;359964;Consumer;West;California;Phones   ;Technology;29;12;2013;3;1;2014;5;España;Francia;Italia;Portugal;;
Standard Class;239976;3;2;269973;Corporate;Central;Illinois;Phones   ;Technology;16;11;2014;20;11;2014;4;España;Francia;Italia;Portugal;;
Standard Class;159984;2;2;119988;Consumer;Central;Illinois;Phones   ;Technology;20;12;2014;25;12;2014;5;España;Francia;Italia;Portugal;;
Standard Class;239976;3;2;179982;Home Office;South;Tennessee;Phones   ;Technology;25;10;2015;1;11;2015;7;España;Francia;Italia;Portugal;;
Standard Class;69993;7;0;1819818;Consumer;South;Arkansas;Phones   ;Technology;20;1;2013;26;1;2013;6;España;Francia;Italia;Portugal;;
Standard Class;239976;3;2;179982;Consumer;Central;Texas;Phones   ;Technology;13;4;2014;17;4;2014;4;España;Francia;Italia;Portugal;;
Standard Class;285576;4;4;-571152;Consumer;East;Pennsylvania;Phones   ;Technology;31;7;2016;5;8;2016;5;España;Francia;Italia;Portugal;;
Standard Class;666344;7;2;666344;Consumer;West;California;Phones   ;Technology;4;11;2013;11;11;2013;7;España;Francia;Italia;Portugal;;
Second Class;83293;7;0;2332204;Consumer;East;Connecticut;Phones   ;Technology;14;11;2013;16;11;2013;2;España;Francia;Italia;Portugal;;
Standard Class;11899;1;0;333172;Consumer;Central;Michigan;Phones   ;Technology;1;8;2015;7;8;2015;6;España;Francia;Italia;Portugal;;
Standard Class;104993;7;0;2939804;Consumer;South;Georgia;Phones   ;Technology;2;4;2013;8;4;2013;6;España;Francia;Italia;Portugal;;
Standard Class;29998;2;0;839944;Home Office;Central;Michigan;Phones   ;Technology;8;8;2013;12;8;2013;4;España;Francia;Italia;Portugal;;
Standard Class;719952;6;2;719952;Corporate;Central;Texas;Phones   ;Technology;10;10;2013;15;10;2013;5;España;Francia;Italia;Portugal;;
Standard Class;539964;6;4;-1079928;Consumer;East;Pennsylvania;Phones   ;Technology;18;11;2013;22;11;2013;4;España;Francia;Italia;Portugal;;
Standard Class;17748;3;2;199665;Home Office;South;Florida;Phones   ;Technology;6;5;2015;10;5;2015;4;España;Francia;Italia;Portugal;;
Standard Class;17748;3;2;199665;Consumer;West;California;Phones   ;Technology;10;6;2015;16;6;2015;6;España;Francia;Italia;Portugal;;
Same Day;17748;3;2;199665;Home Office;West;Washington;Phones   ;Technology;5;7;2015;5;7;2015;0;España;Francia;Italia;Portugal;;
Standard Class;17748;3;2;199665;Consumer;South;North Carolina;Phones   ;Technology;30;11;2014;5;12;2014;5;España;Francia;Italia;Portugal;;
Standard Class;406368;4;2;304776;Consumer;West;Colorado;Phones   ;Technology;1;12;2016;5;12;2016;4;España;Francia;Italia;Portugal;;
First Class;203184;2;2;152388;Home Office;West;Arizona;Phones   ;Technology;14;3;2015;17;3;2015;3;España;Francia;Italia;Portugal;;
Standard Class;304776;3;2;228582;Corporate;West;Idaho;Phones   ;Technology;16;11;2014;20;11;2014;4;España;Francia;Italia;Portugal;;
Second Class;812736;8;2;609552;Home Office;Central;Illinois;Phones   ;Technology;30;3;2015;3;4;2015;4;España;Francia;Italia;Portugal;;
Standard Class;239984;2;2;239984;Consumer;West;California;Phones   ;Technology;19;9;2015;23;9;2015;4;España;Francia;Italia;Portugal;;
Standard Class;29998;2;0;839944;Consumer;Central;Michigan;Phones   ;Technology;1;6;2014;5;6;2014;4;España;Francia;Italia;Portugal;;
Second Class;359976;3;2;359976;Consumer;Central;Illinois;Phones   ;Technology;29;6;2015;3;7;2015;4;España;Francia;Italia;Portugal;;
Standard Class;239984;2;2;239984;Consumer;West;California;Phones   ;Technology;21;9;2013;25;9;2013;4;España;Francia;Italia;Portugal;;
Standard Class;539964;6;4;-1079928;Consumer;East;Ohio;Phones   ;Technology;2;11;2013;6;11;2013;4;España;Francia;Italia;Portugal;;
Standard Class;6704;4;2;6704;Corporate;West;New Mexico;Phones   ;Technology;22;12;2016;26;12;2016;4;España;Francia;Italia;Portugal;;
Standard Class;419;2;0;11732;Consumer;Central;Michigan;Phones   ;Technology;1;6;2014;5;6;2014;4;España;Francia;Italia;Portugal;;
Standard Class;3352;2;2;3352;Home Office;West;California;Phones   ;Technology;25;11;2015;2;12;2015;7;España;Francia;Italia;Portugal;;
Standard Class;2095;10;0;5866;Corporate;East;Massachusetts;Phones   ;Technology;30;4;2014;4;5;2014;4;España;Francia;Italia;Portugal;;
Standard Class;1257;6;0;35196;Consumer;Central;Michigan;Phones   ;Technology;21;10;2015;27;10;2015;6;España;Francia;Italia;Portugal;;
Standard Class;235152;8;4;-470304;Consumer;East;Ohio;Phones   ;Technology;22;10;2015;28;10;2015;6;España;Francia;Italia;Portugal;;
Standard Class;44091;9;0;1234548;Consumer;Central;Indiana;Phones   ;Technology;25;6;2015;1;7;2015;6;España;Francia;Italia;Portugal;;
Standard Class;19596;5;2;19596;Consumer;Central;Texas;Phones   ;Technology;23;11;2016;27;11;2016;4;España;Francia;Italia;Portugal;;
Second Class;117576;3;2;117576;Corporate;West;California;Phones   ;Technology;19;10;2013;22;10;2013;3;España;Francia;Italia;Portugal;;
Standard Class;9798;2;0;274344;Consumer;Central;Michigan;Phones   ;Technology;23;9;2015;29;9;2015;6;España;Francia;Italia;Portugal;;
Standard Class;19596;5;2;19596;Corporate;West;Arizona;Phones   ;Technology;28;5;2016;2;6;2016;5;España;Francia;Italia;Portugal;;
Standard Class;25798;2;0;748142;Consumer;East;Connecticut;Phones   ;Technology;9;7;2016;15;7;2016;6;España;Francia;Italia;Portugal;;
Standard Class;25798;2;0;748142;Consumer;Central;Michigan;Phones   ;Technology;12;11;2015;17;11;2015;5;España;Francia;Italia;Portugal;;
Standard Class;309576;4;4;-567556;Corporate;East;Pennsylvania;Phones   ;Technology;19;10;2016;25;10;2016;6;España;Francia;Italia;Portugal;;
Standard Class;25798;2;0;748142;Consumer;East;New Jersey;Phones   ;Technology;23;5;2015;28;5;2015;5;España;Francia;Italia;Portugal;;
First Class;77394;6;0;2244426;Consumer;East;New York;Phones   ;Technology;7;12;2014;9;12;2014;2;España;Francia;Italia;Portugal;;
Standard Class;206384;2;2;232182;Home Office;West;California;Phones   ;Technology;6;3;2016;10;3;2016;4;España;Francia;Italia;Portugal;;
Standard Class;619152;6;2;696546;Consumer;Central;Texas;Phones   ;Technology;12;5;2014;17;5;2014;5;España;Francia;Italia;Portugal;;
Standard Class;25798;2;0;748142;Corporate;Central;Kansas;Phones   ;Technology;28;10;2013;1;11;2013;4;España;Francia;Italia;Portugal;;
Standard Class;103192;1;2;116091;Corporate;West;California;Phones   ;Technology;8;10;2016;14;10;2016;6;España;Francia;Italia;Portugal;;
First Class;2735952;6;2;341994;Consumer;Central;Illinois;Phones   ;Technology;29;10;2013;31;10;2013;2;España;Francia;Italia;Portugal;;
First Class;683988;2;4;-113998;Consumer;East;Pennsylvania;Phones   ;Technology;7;7;2016;9;7;2016;2;España;Francia;Italia;Portugal;;
Second Class;56999;1;0;170997;Corporate;East;New York;Phones   ;Technology;20;11;2016;24;11;2016;4;España;Francia;Italia;Portugal;;
Standard Class;911984;2;2;113998;Consumer;West;Nevada;Phones   ;Technology;26;7;2013;2;8;2013;7;España;Francia;Italia;Portugal;;
Standard Class;143982;3;4;-287964;Consumer;East;Pennsylvania;Phones   ;Technology;17;7;2015;22;7;2015;5;España;Francia;Italia;Portugal;;
Second Class;575928;9;2;575928;Home Office;West;California;Phones   ;Technology;11;11;2013;13;11;2013;2;España;Francia;Italia;Portugal;;
Standard Class;191976;3;2;191976;Corporate;West;Oregon;Phones   ;Technology;19;9;2016;25;9;2016;6;España;Francia;Italia;Portugal;;
Standard Class;23997;3;0;671916;Consumer;South;Georgia;Phones   ;Technology;2;6;2013;6;6;2013;4;España;Francia;Italia;Portugal;;
Standard Class;23997;3;0;671916;Consumer;East;New York;Phones   ;Technology;26;6;2016;30;6;2016;4;España;Francia;Italia;Portugal;;
Standard Class;191976;3;2;191976;Corporate;West;California;Phones   ;Technology;29;12;2013;2;1;2014;4;España;Francia;Italia;Portugal;;
Standard Class;246168;3;2;215397;Corporate;South;North Carolina;Phones   ;Technology;15;12;2014;20;12;2014;5;España;Francia;Italia;Portugal;;
Standard Class;246168;3;2;215397;Home Office;West;California;Phones   ;Technology;6;5;2015;10;5;2015;4;España;Francia;Italia;Portugal;;
Standard Class;328224;4;2;287196;Consumer;Central;Illinois;Phones   ;Technology;7;6;2015;14;6;2015;7;España;Francia;Italia;Portugal;;
Standard Class;61542;1;4;-133341;Corporate;East;Pennsylvania;Phones   ;Technology;26;10;2016;30;10;2016;4;España;Francia;Italia;Portugal;;
Standard Class;159968;4;2;-319936;Consumer;West;California;Phones   ;Technology;5;2;2015;10;2;2015;5;España;Francia;Italia;Portugal;;
First Class;14997;3;0;59988;Home Office;South;Virginia;Phones   ;Technology;5;4;2015;6;4;2015;1;España;Francia;Italia;Portugal;;
Second Class;9998;2;0;39992;Consumer;East;New York;Phones   ;Technology;5;11;2016;10;11;2016;5;España;Francia;Italia;Portugal;;
Standard Class;14997;3;0;59988;Corporate;Central;Wisconsin;Phones   ;Technology;6;12;2015;10;12;2015;4;España;Francia;Italia;Portugal;;
Standard Class;39992;1;2;-79984;Corporate;West;California;Phones   ;Technology;2;12;2016;6;12;2016;4;España;Francia;Italia;Portugal;;
Second Class;4367896;13;2;3275922;Consumer;South;Florida;Phones   ;Technology;23;8;2016;26;8;2016;3;España;Francia;Italia;Portugal;;
Standard Class;3023928;9;2;2267946;Home Office;West;California;Phones   ;Technology;7;6;2015;12;6;2015;5;España;Francia;Italia;Portugal;;
Standard Class;293993;7;0;7643818;Consumer;South;Georgia;Phones   ;Technology;27;1;2016;1;2;2016;5;España;Francia;Italia;Portugal;;
First Class;125997;3;0;3275922;Consumer;East;New York;Phones   ;Technology;20;11;2016;22;11;2016;2;España;Francia;Italia;Portugal;;
First Class;167996;5;2;125997;Consumer;West;California;Phones   ;Technology;28;4;2013;30;4;2013;2;España;Francia;Italia;Portugal;;
Same Day;671984;2;2;503988;Home Office;West;Arizona;Phones   ;Technology;12;11;2016;12;11;2016;0;España;Francia;Italia;Portugal;;
Standard Class;54606;3;0;163818;Home Office;East;New York;Phones   ;Technology;30;11;2016;4;12;2016;4;España;Francia;Italia;Portugal;;
Second Class;47992;2;2;41993;Consumer;West;California;Phones   ;Technology;13;4;2014;17;4;2014;4;España;Francia;Italia;Portugal;;
First Class;23996;8;0;647892;Home Office;East;New York;Phones   ;Technology;22;10;2016;24;10;2016;2;España;Francia;Italia;Portugal;;
Second Class;53991;3;4;-1169805;Corporate;East;Pennsylvania;Phones   ;Technology;14;3;2015;16;3;2015;2;España;Francia;Italia;Portugal;;
Standard Class;11998;4;0;323946;Home Office;Central;Michigan;Phones   ;Technology;2;9;2016;7;9;2016;5;España;Francia;Italia;Portugal;;
Same Day;3436;1;2;-73015;Home Office;Central;Illinois;Phones   ;Technology;13;3;2016;13;3;2016;0;España;Francia;Italia;Portugal;;
Second Class;12885;3;0;38655;Home Office;East;Rhode Island;Phones   ;Technology;2;8;2014;5;8;2014;3;España;Francia;Italia;Portugal;;
First Class;12885;3;0;38655;Consumer;East;New York;Phones   ;Technology;30;5;2014;1;6;2014;2;España;Francia;Italia;Portugal;;
Second Class;6872;2;2;-14603;Corporate;West;Arizona;Phones   ;Technology;26;10;2014;30;10;2014;4;España;Francia;Italia;Portugal;;
Standard Class;859;2;0;2577;Corporate;East;New York;Phones   ;Technology;16;3;2014;20;3;2014;4;España;Francia;Italia;Portugal;;
Standard Class;12885;3;0;38655;Corporate;East;Massachusetts;Phones   ;Technology;11;12;2016;18;12;2016;7;España;Francia;Italia;Portugal;;
Standard Class;4295;1;0;12885;Consumer;East;New York;Phones   ;Technology;1;11;2014;5;11;2014;4;España;Francia;Italia;Portugal;;
Standard Class;1091168;4;2;68198;Home Office;West;Washington;Phones   ;Technology;9;8;2013;13;8;2013;4;España;Francia;Italia;Portugal;;
Standard Class;61797;3;0;1730316;Corporate;South;Virginia;Phones   ;Technology;21;5;2013;25;5;2013;4;España;Francia;Italia;Portugal;;
Standard Class;818376;3;2;511485;Home Office;West;California;Phones   ;Technology;24;12;2013;29;12;2013;5;España;Francia;Italia;Portugal;;
First Class;494376;3;2;494376;Consumer;West;California;Phones   ;Technology;13;12;2014;15;12;2014;2;España;Francia;Italia;Portugal;;
Standard Class;136396;5;2;852475;Consumer;South;Florida;Phones   ;Technology;9;3;2015;14;3;2015;5;España;Francia;Italia;Portugal;;
Standard Class;247188;2;4;-494376;Corporate;East;Ohio;Phones   ;Technology;15;8;2015;19;8;2015;4;España;Francia;Italia;Portugal;;
Same Day;136396;5;2;852475;Consumer;South;North Carolina;Phones   ;Technology;21;5;2015;21;5;2015;0;España;Francia;Italia;Portugal;;
Standard Class;1091168;4;2;68198;Consumer;West;California;Phones   ;Technology;3;9;2015;7;9;2015;4;España;Francia;Italia;Portugal;;
Second Class;102297;5;4;-2557425;Consumer;East;Ohio;Phones   ;Technology;30;4;2014;2;5;2014;2;España;Francia;Italia;Portugal;;
Standard Class;54368;4;2;40776;Consumer;Central;Texas;Phones   ;Technology;28;5;2016;1;6;2016;4;España;Francia;Italia;Portugal;;
Second Class;27184;2;2;20388;Home Office;Central;Illinois;Phones   ;Technology;27;10;2016;30;10;2016;3;España;Francia;Italia;Portugal;;
Standard Class;5097;3;0;132522;Consumer;Central;Indiana;Phones   ;Technology;13;11;2014;17;11;2014;4;España;Francia;Italia;Portugal;;
Standard Class;8495;5;0;22087;Consumer;East;New York;Phones   ;Technology;31;3;2016;5;4;2016;5;España;Francia;Italia;Portugal;;
Same Day;1699;1;0;44174;Consumer;East;New York;Phones   ;Technology;14;9;2013;14;9;2013;0;España;Francia;Italia;Portugal;;
First Class;7176;6;0;200928;Home Office;East;New York;Phones   ;Technology;12;10;2014;14;10;2014;2;España;Francia;Italia;Portugal;;
First Class;66976;7;2;66976;Corporate;West;California;Phones   ;Technology;19;12;2015;21;12;2015;2;España;Francia;Italia;Portugal;;
Standard Class;3588;3;0;100464;Corporate;East;New York;Phones   ;Technology;23;10;2016;29;10;2016;6;España;Francia;Italia;Portugal;;
Standard Class;38272;4;2;38272;Home Office;Central;Illinois;Phones   ;Technology;14;7;2013;20;7;2013;6;España;Francia;Italia;Portugal;;
Standard Class;9568;8;0;267904;Corporate;South;Georgia;Phones   ;Technology;18;9;2016;22;9;2016;4;España;Francia;Italia;Portugal;;
Standard Class;19136;2;2;19136;Consumer;Central;Texas;Phones   ;Technology;10;5;2015;14;5;2015;4;España;Francia;Italia;Portugal;;
Standard Class;57408;6;2;57408;Corporate;West;Washington;Phones   ;Technology;28;5;2013;2;6;2013;5;España;Francia;Italia;Portugal;;
Standard Class;8372;7;0;234416;Consumer;South;Kentucky;Phones   ;Technology;13;10;2014;17;10;2014;4;España;Francia;Italia;Portugal;;
Standard Class;50232;7;4;-100464;Consumer;East;Ohio;Phones   ;Technology;2;11;2013;6;11;2013;4;España;Francia;Italia;Portugal;;
Standard Class;2392;2;0;66976;Consumer;Central;Indiana;Phones   ;Technology;5;3;2014;9;3;2014;4;España;Francia;Italia;Portugal;;
Standard Class;28797;3;0;777519;Corporate;South;Georgia;Phones   ;Technology;20;4;2014;25;4;2014;5;España;Francia;Italia;Portugal;;
First Class;230376;3;2;201579;Corporate;West;Arizona;Phones   ;Technology;2;10;2013;5;10;2013;3;España;Francia;Italia;Portugal;;
Standard Class;153584;2;2;134386;Consumer;Central;Illinois;Phones   ;Technology;20;7;2014;27;7;2014;7;España;Francia;Italia;Portugal;;
Second Class;19198;2;0;518346;Consumer;South;Kentucky;Phones   ;Technology;16;6;2016;21;6;2016;5;España;Francia;Italia;Portugal;;
Standard Class;1075088;14;2;940702;Corporate;West;California;Phones   ;Technology;12;4;2013;17;4;2013;5;España;Francia;Italia;Portugal;;
First Class;153584;2;2;134386;Corporate;Central;Texas;Phones   ;Technology;11;8;2016;13;8;2016;2;España;Francia;Italia;Portugal;;
Standard Class;47995;5;0;1295865;Consumer;East;Delaware;Phones   ;Technology;4;3;2015;9;3;2015;5;España;Francia;Italia;Portugal;;
Standard Class;28797;3;0;777519;Consumer;South;Georgia;Phones   ;Technology;3;7;2016;7;7;2016;4;España;Francia;Italia;Portugal;;
Standard Class;537544;7;2;470351;Consumer;Central;Texas;Phones   ;Technology;18;3;2016;24;3;2016;6;España;Francia;Italia;Portugal;;
Standard Class;19198;2;0;518346;Consumer;Central;Michigan;Phones   ;Technology;21;10;2015;27;10;2015;6;España;Francia;Italia;Portugal;;
Same Day;129584;4;2;145782;Consumer;West;California;Phones   ;Technology;31;10;2014;31;10;2014;0;España;Francia;Italia;Portugal;;
Same Day;121485;3;0;3523065;Consumer;East;New York;Phones   ;Technology;21;6;2013;21;6;2013;0;España;Francia;Italia;Portugal;;
Standard Class;97188;3;2;1093365;Consumer;Central;Texas;Phones   ;Technology;26;6;2014;30;6;2014;4;España;Francia;Italia;Portugal;;
Same Day;48594;2;4;-89089;Consumer;East;Ohio;Phones   ;Technology;6;12;2014;6;12;2014;0;España;Francia;Italia;Portugal;;
Standard Class;647904;6;2;566916;Corporate;Central;Illinois;Phones   ;Technology;28;11;2014;4;12;2014;6;España;Francia;Italia;Portugal;;
Second Class;40494;3;0;1093338;Corporate;Central;Iowa;Phones   ;Technology;22;11;2015;26;11;2015;4;España;Francia;Italia;Portugal;;
Standard Class;107984;1;2;94486;Consumer;West;Washington;Phones   ;Technology;9;7;2015;15;7;2015;6;España;Francia;Italia;Portugal;;
Standard Class;53992;5;2;47243;Consumer;West;California;Phones   ;Technology;25;11;2013;29;11;2013;4;España;Francia;Italia;Portugal;;
First Class;215968;2;2;188972;Corporate;West;California;Phones   ;Technology;21;2;2016;24;2;2016;3;España;Francia;Italia;Portugal;;
First Class;14495;5;0;420355;Corporate;South;Virginia;Phones   ;Technology;6;2;2013;9;2;2013;3;España;Francia;Italia;Portugal;;
Second Class;17394;6;0;504426;Consumer;South;Virginia;Phones   ;Technology;6;12;2014;11;12;2014;5;España;Francia;Italia;Portugal;;
Second Class;2899;1;0;84071;Corporate;South;Virginia;Phones   ;Technology;5;4;2013;9;4;2013;4;España;Francia;Italia;Portugal;;
Standard Class;8697;3;0;252213;Corporate;Central;Wisconsin;Phones   ;Technology;22;9;2016;26;9;2016;4;España;Francia;Italia;Portugal;;
Standard Class;46384;2;2;52182;Consumer;West;California;Phones   ;Technology;2;11;2013;6;11;2013;4;España;Francia;Italia;Portugal;;
Standard Class;156792;1;2;176391;Home Office;West;Oregon;Phones   ;Technology;30;5;2016;3;6;2016;4;España;Francia;Italia;Portugal;;
First Class;58797;3;0;1705113;Home Office;East;Delaware;Phones   ;Technology;7;3;2014;10;3;2014;3;España;Francia;Italia;Portugal;;
Standard Class;58797;3;0;1705113;Consumer;South;Kentucky;Phones   ;Technology;24;8;2014;28;8;2014;4;España;Francia;Italia;Portugal;;
First Class;470376;3;2;529173;Consumer;Central;Texas;Phones   ;Technology;5;6;2016;6;6;2016;1;España;Francia;Italia;Portugal;;
Standard Class;8997;3;0;251916;Consumer;East;Maryland;Phones   ;Technology;15;11;2015;19;11;2015;4;España;Francia;Italia;Portugal;;
Standard Class;95968;4;2;95968;Consumer;South;North Carolina;Phones   ;Technology;1;12;2013;7;12;2013;6;España;Francia;Italia;Portugal;;
Standard Class;14995;5;0;41986;Consumer;Central;Nebraska;Phones   ;Technology;14;9;2015;19;9;2015;5;España;Francia;Italia;Portugal;;
Standard Class;369544;7;2;323351;Consumer;West;California;Phones   ;Technology;15;9;2016;21;9;2016;6;España;Francia;Italia;Portugal;;
